"ID","Category","Question","Option A","Option B","Option C","Option D","Correct Answer","Explanation","Source","Status","Confirmed In"
"Q173","Speed Limits","Under the 2018 central notification, the maximum speed for an M1 category vehicle on a four-lane divided national highway is","80 km/h","90 km/h","100 km/h","120 km/h","C","The earlier limit of 80 km/h was raised to 100 km/h by the 2018 notification.","MoRTH Notification S.O. 1522(E) dated 06-04-2018 (revised speed limits)","Government-derived","All India (statutory - applies in every state)"
"Q174","Speed Limits","Under the 2018 central notification, the maximum speed for an M1 category vehicle within municipal limits is","50 km/h","60 km/h","70 km/h","80 km/h","C","The notified urban figure is 70 km/h, but local authorities frequently post lower limits.","MoRTH Notification S.O. 1522(E) dated 06-04-2018 (revised speed limits)","Government-derived","All India (statutory - applies in every state)"
"Q177","Speed Limits","Increasing your speed has what effect on stopping distance?","No difference","The greater the speed, the shorter the stopping distance","The greater the speed, the longer the stopping distance","It depends only on the brakes","C","Stopping distance rises sharply with speed because braking distance varies with its square.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q178","Speed Limits","Driving at high speed","Gives better fuel economy","Does not give you enough time to react to hazards","Causes less damage to the engine","Is safe on a clear road","B","The faster you travel, the less time you have to perceive and respond to a hazard.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q180","Parking Rules","In which of these places may you park your vehicle?","Near a road crossing","Near a bend in the road","On a footpath","None of these","D","Regulation 15(2) prohibits parking at road crossings, bends, hill tops and on footpaths.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English) + Rules of the Road Regulations, 1989 (S.O. 439(E)); copy hosted by Maharashtra Transport Dept","Official","Telangana, Andhra Pradesh"
"Q181","Parking Rules","In which of these places may you park your vehicle?","Near a traffic light","Near a pedestrian crossing","On a main road carrying fast traffic","None of these","D","All three are expressly prohibited parking places under Regulation 15(2).","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English) + Rules of the Road Regulations, 1989 (S.O. 439(E)); copy hosted by Maharashtra Transport Dept","Official","Telangana, Andhra Pradesh"
"Q182","Parking Rules","In which of these places may you park your vehicle?","Opposite another parked vehicle","Alongside another parked vehicle","Where there is a continuous white line on the road","In a place off the road","D","Double parking and parking across a continuous line are prohibited; an off-road bay is safe.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English) + Rules of the Road Regulations, 1989 (S.O. 439(E)); copy hosted by Maharashtra Transport Dept","Official","Telangana, Andhra Pradesh"
"Q186","Parking Rules","You must not park","Near a school entrance","Near a police station","On a side road","In a parking lot","A","A vehicle parked at a school gate hides children from approaching drivers.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q187","Parking Rules","You must not park or wait","At a bus stop","Opposite a traffic island","In front of someone else's gate","All of the above","D","Each of these obstructs other road users or blocks lawful access.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q189","Parking Rules","On a foggy day, if you must unavoidably park on the road, you should","Leave the headlights on","Leave the side lights on","Place stones around the vehicle","Leave the hazard lights flashing","B","Side lights mark the vehicle without dazzling approaching drivers in fog.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q190","Parking Rules","When parking facing downhill you should","Turn the steering wheel towards the kerb and apply the hand brake firmly","Park close to the bumper of another car","Park with two wheels on the kerb","Turn the wheels away from the kerb","A","If the brakes fail, the wheels turn into the kerb and stop the vehicle rolling away.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q191","Parking Rules","When you leave your vehicle unattended, even for a few minutes, you should","Lock it and remove the key","Leave the engine running","Switch off but leave the key in","Park near a traffic policeman","A","Leaving the key invites theft and leaves the vehicle unsecured.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q192","Parking Rules","When you leave your vehicle parked on a road, you may leave the engine running","If it will be parked for less than five minutes","If the battery is flat","In a slow speed zone","On no occasion","D","An unattended running engine wastes fuel, pollutes and can allow the vehicle to be driven away.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q193","Parking Rules","The hand brake is used","To reduce speed while driving","To apply a sudden brake","To hold the vehicle when parked","To control a skid","C","The hand or parking brake holds a stationary vehicle; it is not a service brake.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q194","Parking Rules","Every driver parking on a road must park in such a way that it","Looks neat","Does not cause danger, obstruction or undue inconvenience to other road users","Faces the direction of travel","Is under a street light","B","This is the general duty imposed by Regulation 15(1), in addition to the specific prohibitions.","Rules of the Road Regulations, 1989 (S.O. 439(E)); copy hosted by Maharashtra Transport Dept","Government-derived","All India (statutory - applies in every state)"
"Q195","Driving Etiquette","What is defensive driving?","Driving cautiously, anticipating that other road users may break rules or make mistakes","Driving with the sole aim of reaching the destination quickly","Driving on the assumption that others will look after their own safety","Always driving slowly","A","Defensive driving means being alert, thinking ahead and leaving yourself an escape route.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q197","Driving Etiquette","You should flash your headlights at other road users only","To show that you are giving way","To show that you are about to turn","To tell them you have right of way","To let them know that you are there","D","Flashing has one lawful meaning: warning others of your presence.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q198","Driving Etiquette","Another driver does something that upsets you. You should","Try not to react","Let them know how you feel","Flash your headlights several times","Sound your horn","A","Retaliation escalates risk; staying calm keeps you and others safe.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q199","Driving Etiquette","How should you react to drivers who appear to be inexperienced?","Sound your horn to warn them","Be patient and be prepared for their slow reaction","Flash your headlights to tell them to proceed","Overtake them as soon as possible","B","Pressure makes a nervous driver more likely to make a mistake.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q200","Driving Etiquette","You should be extra cautious while overtaking","Vehicles displaying an L mark","Slow-speed vehicles","Old vehicles","Light vehicles","A","A learner may become nervous and react unpredictably, which can lead to a collision.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q201","Driving Etiquette","When a bus at a bus stop signals its intention to move off, you should","Get past before it moves","Allow it to pull away if it is safe to do so","Flash your headlights as you approach","Sound the horn and continue","B","Courtesy to buses keeps public transport moving and avoids sudden conflicts.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q202","Driving Etiquette","What action should you take when elderly people are crossing the road?","Wave them across so they know you have seen them","Be patient and give them sufficient time to cross","Rev the engine to let them know you are waiting","Tap the horn in case they are hard of hearing","B","Older pedestrians need more time; waving them across can send them into another vehicle's path.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q203","Driving Etiquette","You approach a large puddle close to the left kerb and pedestrians are standing near the water. You should","Ignore the puddle","Brake suddenly and sound the horn","Slow down before the puddle and try to avoid splashing the pedestrians","Wave the pedestrians back","C","Splashing pedestrians is inconsiderate and, where deliberate, can amount to an offence.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q204","Driving Etiquette","Why should you make sure your indicators are cancelled after turning?","To avoid flattening the battery","To avoid misleading other road users","To avoid dazzling other road users","To avoid damaging the relay","B","An indicator left flashing tells other drivers you intend a manoeuvre you are not making.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q205","Driving Etiquette","What should you use your horn for?","To alert others of your presence","To claim right of way","To greet other road users","To signal your annoyance","A","The horn is a safety warning device, not a means of demanding priority.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q206","Driving Etiquette","When should you direct pedestrians to cross the road?","At pedestrian crossings","At no time","At junctions","At school crossings","B","Only a police officer or authorised warden may direct pedestrians; a driver's wave can be fatal.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q207","Driving Etiquette","You have stopped at a zebra crossing but the pedestrians do not start to cross. You should","Be patient and wait","Sound your horn","Drive on","Wave them across","A","Wait until they cross or clearly indicate that they do not intend to.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q208","Driving Etiquette","Which road users should be given extra room when you overtake?","Motorcycles and bicycles","Tractors","Trailers","Buses","A","Two-wheelers can wobble or swerve to avoid a pothole, so a wide berth is essential.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q209","Driving Etiquette","You have been involved in an argument before starting your journey and feel angry. You should","Start driving but open a window","Drive slower than normal with the radio on","Have a drink to relax","Calm down before you start to drive","D","Anger impairs judgement and encourages risk-taking at the wheel.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q211","Driving Etiquette","You are following a cyclist and wish to turn left just ahead. You should","Overtake the cyclist before the junction","Stay level with the cyclist until after the junction","Hold back until the cyclist has passed the junction","Sound the horn and turn","C","Overtaking then turning across a cyclist's path is a common and serious cause of injury.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q212","Safety","Driving is a repetition of three things. In the correct order these are","Think, do and see","Do, think and see","See, think and do","See, do and think","C","Observation comes first, then judgement, then action - the basis of the driving task.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q213","Safety","You start to feel tired while driving. What should you do?","Increase your speed slightly","Decrease your speed slightly","Find a less busy route","Stop at a safe place and rest","D","Fatigue slows reactions as much as alcohol; only rest cures it.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q214","Safety","A properly adjusted head restraint will","Make you more comfortable","Help you avoid neck injury","Help you relax","Help you maintain your driving position","B","It limits whiplash movement of the head in a rear-end collision.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q215","Safety","The most effective device for protecting occupants during an accident is","Seat belts","Safety door latches","Padded instrument panels","Tinted glass","A","Seat belts keep occupants in place and prevent ejection, the most lethal outcome in a crash.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q216","Safety","You are carrying two 13-year-old children and their parents in your car. Who is responsible for ensuring the children wear seat belts?","The children's parents","You, the driver","The front seat passenger","The children","B","The driver bears legal responsibility for restraint of minors in the vehicle.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q217","Safety","Mirrors are often slightly curved (convex) so that","They completely eliminate blind spots","They give a wider field of vision","They make it easier to judge the speed of following traffic","They make following traffic look larger","B","A convex mirror widens the view but makes vehicles look smaller and further away than they are.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q218","Safety","The rear view mirror is used","To see your own face","To watch the traffic approaching from behind","To see the rear seat passengers","To check the load","B","Mirrors must be checked before every signal, manoeuvre and change of speed.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q219","Safety","What is the best way to avoid hitting other vehicles, people or animals when moving off from the kerb?","Get out, look around and drive off quickly","Sound your horn continuously","Check your mirrors and look over your shoulder before moving off","Move off slowly without looking","C","The over-the-shoulder check covers the blind spot that mirrors do not show.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q220","Safety","Objects hanging from your interior mirror may","Restrict your view and distract your attention","Improve your driving","Help your concentration","Have no effect","A","Anything swinging in the field of view masks pedestrians and cyclists.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q221","Safety","Stickers and posters may not be placed on the windshield because","It is unlawful to advertise in this way","They obstruct the driver's vision","Other drivers cannot see you","They damage the glass","B","Any obstruction of the windscreen reduces the driver's field of view.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q222","Safety","Which type of eye glasses should not be worn when driving at night?","Half-moon","Round","Bi-focal","Tinted","D","Tinted lenses cut the already low light available and delay recognition of hazards.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q223","Safety","Your overall stopping distance will be much longer when driving","In rain","In fog","At night","In strong winds","A","Wet tyres grip less, so braking distance increases sharply.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q224","Safety","Which of these will affect your stopping distance?","How fast you are going","The condition of your tyres","The weather","All of the above","D","Stopping distance is the sum of thinking distance and braking distance, and all three affect it.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q225","Safety","The main reason your stopping distance increases after heavy rain is that","You cannot see large puddles","The brakes are cold because they are wet","Your tyres have less grip on the road","The windscreen blurs your view","C","Water between the tyre and road reduces friction and can cause aquaplaning.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q226","Safety","You are driving in fog. Why should you keep well back from the vehicle in front?","In case it changes direction suddenly","In case its fog lights dazzle you","In case it stops suddenly","In case its brake lights dazzle you","C","In fog you cannot see far enough ahead to stop within the distance you can see.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q227","Safety","Fog lamps are used","During the night","When there is mist","When the opposite vehicle does not dim its lights","In heavy traffic","B","Fog lamps cut through mist at a low angle; used in clear conditions they dazzle others.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q228","Safety","What should you do when you are dazzled by the headlights of oncoming vehicles at night?","Slow down or stop if necessary, looking towards the left edge of the road","Switch to high beam in retaliation","Close your eyes briefly","Speed up to pass quickly","A","Looking away from the light source and slowing down preserves what vision remains.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q230","Safety","The first thing that alcohol affects is","Vision","Speech","Hearing","Judgement","D","Judgement is impaired before the drinker feels any obvious effect, which is what makes it dangerous.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q231","Safety","How does alcohol affect your driving?","It speeds up your reactions","It reduces your concentration","It increases your awareness","It improves your co-ordination","B","Alcohol slows reactions, narrows attention and encourages risk-taking.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q233","Safety","What advice should you give a driver who has had a few alcoholic drinks at a party?","Have a strong cup of coffee and then drive","Drive home slowly and carefully","Go home by public transport","Wait a short while and then drive","C","Only time removes alcohol from the blood; coffee and food do not.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q234","Safety","You are taking drugs that are likely to affect your driving. What should you do?","Seek medical advice before driving","Limit your driving to essential journeys","Drive only if accompanied","Drive only short distances","A","Many prescription medicines cause drowsiness; a doctor can advise whether it is safe to drive.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q235","Safety","What else, apart from alcohol, can seriously affect your concentration?","Drugs","Tiredness","Loud music","All of the above","D","Anything that competes for attention reduces your capacity to detect hazards.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q236","Safety","Before starting the engine of a vehicle you should check","The radiator coolant and engine oil levels","The head light only","The number plate","The radio","A","Basic daily checks cover coolant, oil, tyres, and leaks of fuel or oil.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q237","Safety","Which of these must be in good working order for your vehicle to be roadworthy?","Speedometer","Horn","Windscreen wiper","All of the above","D","All are legally required equipment and each has a direct bearing on safety.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q238","Safety","While driving, a warning light on the instrument panel comes on. You should","Continue if the engine sounds all right","Hope it is a temporary fault","Deal with it when there is more time","Check the problem quickly and safely","D","Warning lamps indicate faults in braking, oil pressure or charging that can be dangerous.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q240","Safety","Which of the following should not be kept in your vehicle?","A first aid kit","A road atlas","Inflammable material","A tool kit","C","Carrying inflammable material greatly increases the risk of fire after a collision.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q241","Safety","What is meant by clutch riding?","Keeping your foot resting on the clutch while driving","Not using the clutch while changing gear","Keeping your foot off the clutch","Slipping the clutch on a hill","A","Riding the clutch reduces control and causes premature clutch failure.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q242","Safety","You are driving down a steep hill. To control the speed of your vehicle you must","Select a low gear and use the brakes carefully","Select a high gear and use the brakes carefully","Select a high gear and avoid the brakes","Keep the gear in neutral and brake firmly","A","Engine braking in a low gear prevents the brakes overheating and fading.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q243","Safety","Why is it dangerous to keep the clutch depressed or select neutral for too long while driving downhill?","Fuel consumption will be higher","Your vehicle will pick up speed and you will lose engine braking","It will damage the engine","It will wear the tyres","B","Coasting removes engine braking and leaves the brakes to do all the work.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q244","Safety","There is vibration in your steering wheel as you drive. The probable cause is","Low engine oil level","Low coolant level","Unbalanced wheels","A flat battery","C","Wheel imbalance produces steering wobble and accelerates tyre wear.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q245","Safety","When your vehicle is loaded, you must make sure that the load will","Remain secure","Be easy to unload","Not be damaged","Be visible","A","An unsecured load can shift, destabilise the vehicle or fall onto the road.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q246","Safety","Who is responsible for ensuring that a vehicle is not overloaded?","The passengers","The mechanic","The driver of the vehicle","The loader","C","The driver is answerable for the condition and loading of the vehicle he is in charge of.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q247","Safety","Do you have any responsibility when opening a vehicle door on a roadway?","No, following traffic must stop","No, there is no rule covering this","The driver may open the door whenever he wishes","Yes, you must not open a door if it is likely to endanger road users or impede traffic","D","Carelessly opened doors are a frequent cause of injury to cyclists and two-wheeler riders.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q248","Safety","Turbulence created by large vehicles travelling at speed is most likely to endanger","Cyclists","Pedestrians","Motorcyclists","All of the above","D","The blast of air can push a two-wheeler or pedestrian off course.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q249","Safety","Why is passing a lorry more risky than passing a car?","Lorries are longer than cars","Lorries may suddenly pull up","Lorries have poorer brakes","Lorries climb hills slowly","A","You spend far longer alongside, on the wrong side of the road, and your view ahead is blocked.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q250","Safety","You are driving in heavy rain and your steering suddenly becomes very light. You should","Steer towards the side of the road","Accelerate gently","Brake firmly","Ease off the accelerator","D","Light steering indicates aquaplaning; easing off lets the tyres regain contact with the road.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q251","Safety","While braking in rainy and wet conditions, you should","Apply full force","Apply the brakes gently and progressively","Try to lock the wheels","Brake and steer together","B","Harsh braking on a wet surface locks the wheels and causes a skid.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q252","Safety","You drive up to a corner where you see loose gravel on the road. You should","Check the mirrors and change lanes","Speed up and cross the gravel quickly","Slow down","Brake hard on the gravel","C","Loose chippings sharply reduce grip, especially while cornering.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q254","Safety","You enter a road where there are road humps. You should","Maintain a reduced speed throughout","Accelerate between each one","Keep to the maximum legal speed","Slow down only at school times","A","Speeding between humps defeats their purpose and damages the vehicle.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q255","Safety","You are driving past a line of parked cars and notice a ball bouncing into the road ahead. You should","Continue at the same speed and sound the horn","Continue at the same speed and flash your headlights","Slow down and be prepared to stop for children","Swerve around the ball","C","A child is very likely to run out after the ball from between the parked vehicles.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q256","Safety","Which of the following may cause a loss of concentration while driving?","Loud music","Arguing with a passenger","Using a mobile phone","All of the above","D","Each competes for the attention needed to detect and respond to hazards.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q257","Safety","Noise pollution may result in","Disturbance of mental equilibrium","Disturbance of the driver's concentration","Loss of hearing capacity","All of the above","D","Excessive horn use and defective silencers cause measurable harm to health.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q258","Safety","The causes of automobile pollution include","Poor maintenance","Overloading of vehicles","Frequent traffic jams","All of the above","D","A badly maintained or overloaded engine burns fuel inefficiently and emits more pollutants.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q259","Safety","A properly serviced vehicle will give","Lower insurance premiums","A refund on road tax","Better fuel economy and cleaner exhaust emissions","A longer licence validity","C","Regular servicing reduces both running costs and emissions.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q260","Emergency Situations","Your vehicle has broken down on a highway. What is the first thing you should do?","Warn other traffic","Stop following traffic and ask for help","Try to repair the vehicle quickly","Push the vehicle off the road alone","A","Warning approaching traffic prevents a secondary collision, which is often worse than the breakdown.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q261","Emergency Situations","You smell or see fire in your vehicle. You should","Pull to the side, switch off the engine and all electrical switches, and smother burning wires with sand or heavy cloth","Pull over, switch off and pour water on the burning wires","Do nothing but call the fire brigade","Continue driving to the nearest fire station","A","Water on an electrical or fuel fire spreads it; smothering starves the fire of oxygen.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q262","Emergency Situations","When an ambulance approaches, the driver","Should allow passage only if there are no vehicles in front","Need give no preference","Must allow free passage by drawing to the side of the road","Should follow it closely","C","Regulation 10 requires free passage for ambulances and fire service vehicles.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q263","Emergency Situations","You are being followed by an ambulance showing a flashing light. You should","Stop safely and as soon as possible to let it pass","Accelerate hard to get away from it","Maintain your speed and course","Brake harshly and stop in the road","A","Pull over to the left safely; stopping abruptly in the carriageway obstructs it further.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q264","Emergency Situations","You are about to turn right on a green signal when you hear a siren and see a fire brigade about to overtake. You should","Continue to turn since you have right of way","Stop and let the fire brigade pass","Speed up and beat the fire brigade","Sound the horn","B","Emergency vehicles take priority over your right of way.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q265","Emergency Situations","When may you stop on a motorway or expressway?","If the traffic signal is red","When told to do so by the police","In an emergency or a breakdown","Both B and C","D","Stopping is otherwise prohibited on an access-controlled highway.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q266","Emergency Situations","You have to slow down quickly on an expressway because of a hazard. You should","Sound your horn","Switch on your hazard warning lights","Switch on your fog lights","Switch on full beam","B","Hazard lights warn following traffic of the sudden reduction in speed.","Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Official","Telangana, Andhra Pradesh"
"Q270","Emergency Situations","If your vehicle hits a pedestrian, you should","Identify yourself and leave","Help the person and call an ambulance only","Help the injured person, identify yourself and then report to the police","Wait for the police to arrive before helping","C","All three duties apply: assistance, identification and reporting.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q271","Emergency Situations","Your car is involved in an accident in which people are hurt. You should","Report to the nearest police station and take the injured to hospital","Not report to the police","Take them to hospital but not report","Leave the scene","A","The driver must both arrange medical help and report the accident.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q272","Emergency Situations","A vehicle may be seized by an authorised officer if","The vehicle is not covered by a valid registration or permit","The vehicle exceeds the speed limit","The driver has no change for the toll","The tyres are worn","A","Driving without valid registration or permit is a ground for detention of the vehicle.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
